Name	Score
chr6_31297000_31297050	0.0008064
chr6_31297050_31297100	0.0008064
chr6_31297100_31297150	0.0008064
chr6_31297150_31297200	0.0008064
chr6_31297200_31297250	0.0008064
chr6_31297250_31297300	0.0008064
chr6_31297300_31297350	0.0008064
chr6_31111200_31111250	0.0010040
chr6_31111250_31111300	0.0010040
chr6_31111300_31111350	0.0010040
chr6_31111350_31111400	0.0010040
chr6_31111400_31111450	0.0010040
chr6_31111450_31111500	0.0010040
chr6_31111500_31111550	0.0010040
chr6_31111550_31111600	0.0010040
chr6_31111600_31111650	0.0010040
chr6_31111650_31111700	0.0010040
chr6_31111700_31111750	0.0010040
chr6_31111750_31111800	0.0010040
chr6_31111800_31111850	0.0010040
chr6_31111850_31111900	0.0010040
chr6_31111900_31111950	0.0010040
chr6_31111950_31112000	0.0010040
chr6_31112000_31112050	0.0010040
chr6_31112050_31112100	0.0010040
chr6_31112100_31112150	0.0010040
chr6_31112150_31112200	0.0010040
chr6_31112200_31112250	0.0010040
chr6_31112250_31112300	0.0010040
chr6_31112300_31112350	0.0010040
chr6_31112350_31112400	0.0010040
chr6_31112400_31112450	0.0010040
chr6_31112450_31112500	0.0010040
chr6_31112500_31112550	0.0010040
chr6_31112550_31112600	0.0010040
chr6_31112600_31112650	0.0010040
chr6_31112650_31112700	0.0010040
chr6_31112700_31112750	0.0010040
chr6_31112750_31112800	0.0010040
chr6_31112800_31112850	0.0010040
chr6_31112850_31112900	0.0010040
chr6_31112900_31112950	0.0010040
chr6_31112950_31113000	0.0010040
chr6_31113000_31113050	0.0010040
chr6_31113050_31113100	0.0010040
chr6_31113100_31113150	0.0010040
chr6_31113150_31113200	0.0010040
chr6_31113200_31113250	0.0010040
chr6_31793350_31793400	0.0019361
chr6_31793400_31793450	0.0019361
chr6_31793450_31793500	0.0019361
chr6_31793500_31793550	0.0019361
chr6_31793550_31793600	0.0019361
chr6_30539500_30539550	0.0020080
chr6_30539550_30539600	0.0020080
chr6_30539600_30539650	0.0020080
chr6_30539650_30539700	0.0020080
chr6_30539700_30539750	0.0020080
chr6_30539750_30539800	0.0020080
chr6_30539800_30539850	0.0020080
chr6_30539850_30539900	0.0020080
chr6_30539900_30539950	0.0020080
chr6_30539950_30540000	0.0020080
chr6_30540000_30540050	0.0020080
chr6_30540050_30540100	0.0020080
chr6_30540100_30540150	0.0020080
chr6_30540150_30540200	0.0020080
chr6_30540200_30540250	0.0020080
chr6_30540250_30540300	0.0020080
chr6_30540300_30540350	0.0020080
chr6_30540350_30540400	0.0020080
chr6_30540400_30540450	0.0020080
chr6_30540450_30540500	0.0020080
chr6_30540500_30540550	0.0020080
chr6_30540550_30540600	0.0020080
chr6_30540600_30540650	0.0020080
chr6_30540650_30540700	0.0020080
chr6_30540700_30540750	0.0020080
chr6_30540750_30540800	0.0020080
chr6_30540800_30540850	0.0020080
chr6_30540850_30540900	0.0020080
chr6_30540900_30540950	0.0020080
chr6_30540950_30541000	0.0020080
chr6_30541000_30541050	0.0020080
chr6_30541050_30541100	0.0020080
chr6_30541100_30541150	0.0020080
chr6_30817950_30818000	0.0026129
chr6_30818000_30818050	0.0026129
chr6_30818050_30818100	0.0026129
chr6_30818100_30818150	0.0026129
chr6_30818150_30818200	0.0026129
chr6_30818200_30818250	0.0026129
chr6_30818250_30818300	0.0026129
chr6_30818300_30818350	0.0026129
chr6_30818350_30818400	0.0026129
chr6_30818400_30818450	0.0026129
chr6_30818450_30818500	0.0026129
chr6_31289850_31289900	0.0030120
chr6_31289900_31289950	0.0030120
chr6_31289950_31290000	0.0030120
chr6_31290000_31290050	0.0030120
chr6_31290050_31290100	0.0030120
chr6_31290100_31290150	0.0030120
chr6_31290150_31290200	0.0030120
chr6_31290200_31290250	0.0030120
chr6_31290250_31290300	0.0030120
chr6_31290300_31290350	0.0030120
chr6_31290350_31290400	0.0030120
chr6_31290400_31290450	0.0030120
chr6_31290450_31290500	0.0030120
chr6_31290500_31290550	0.0030120
chr6_31290550_31290600	0.0030120
chr6_31290600_31290650	0.0030120
chr6_31290650_31290700	0.0030120
chr6_31290700_31290750	0.0030120
chr6_31290750_31290800	0.0030120
chr6_31290800_31290850	0.0030120
chr6_31290850_31290900	0.0030120
chr6_31290900_31290950	0.0030120
chr6_31290950_31291000	0.0030120
chr6_31291000_31291050	0.0030120
chr6_31291050_31291100	0.0030120
chr6_31291100_31291150	0.0030120
chr6_31291150_31291200	0.0030120
chr6_31291200_31291250	0.0030120
chr6_31291250_31291300	0.0030120
chr6_31291300_31291350	0.0030120
chr6_31291350_31291400	0.0030120
chr6_31291400_31291450	0.0030120
chr6_31291450_31291500	0.0030120
chr6_31291500_31291550	0.0030120
chr6_31291550_31291600	0.0030120
chr6_31291600_31291650	0.0030120
chr6_31291650_31291700	0.0030120
chr6_31291700_31291750	0.0030120
chr6_31291750_31291800	0.0030120
chr6_31291800_31291850	0.0030120
chr6_31291850_31291900	0.0030120
chr6_31291900_31291950	0.0030120
chr6_31291950_31292000	0.0030120
chr6_31292000_31292050	0.0030120
chr6_31292050_31292100	0.0030120
chr6_31292100_31292150	0.0030120
chr6_31292150_31292200	0.0030120
chr6_31292200_31292250	0.0030120
chr6_31292250_31292300	0.0030120
chr6_31292300_31292350	0.0030120
chr6_31292350_31292400	0.0030120
chr6_31292400_31292450	0.0030120
chr6_31292450_31292500	0.0030120
chr6_31292500_31292550	0.0030120
chr6_31292550_31292600	0.0030120
chr6_31292600_31292650	0.0030120
chr6_31292650_31292700	0.0030120
chr6_31292700_31292750	0.0030120
chr6_31292750_31292800	0.0030120
chr6_31292800_31292850	0.0030120
chr6_31292850_31292900	0.0030120
chr6_31292900_31292950	0.0030120
chr6_31292950_31293000	0.0030120
chr6_31293000_31293050	0.0030120
chr6_31293050_31293100	0.0030120
chr6_31293100_31293150	0.0030120
chr6_31293150_31293200	0.0030120
chr6_31293200_31293250	0.0030120
chr6_31293250_31293300	0.0030120
chr6_31293300_31293350	0.0030120
chr6_31293350_31293400	0.0030120
chr6_31293400_31293450	0.0030120
chr6_31293450_31293500	0.0030120
chr6_31293500_31293550	0.0030120
chr6_31293550_31293600	0.0030120
chr6_31293600_31293650	0.0030120
chr6_31293650_31293700	0.0030120
chr6_31293700_31293750	0.0030120
chr6_31293750_31293800	0.0030120
chr6_31293800_31293850	0.0030120
chr6_31293850_31293900	0.0030120
chr6_31293900_31293950	0.0030120
chr6_31293950_31294000	0.0030120
chr6_31294000_31294050	0.0030120
chr6_31294050_31294100	0.0030120
chr6_31294100_31294150	0.0030120
chr6_31294150_31294200	0.0030120
chr6_31294200_31294250	0.0030120
chr6_31294250_31294300	0.0030120
chr6_31294300_31294350	0.0030120
chr6_31294350_31294400	0.0030120
chr6_31294400_31294450	0.0030120
chr6_31294450_31294500	0.0030120
chr6_31110350_31110400	0.0032335
chr6_31110400_31110450	0.0032335
chr6_31110450_31110500	0.0032335
chr6_31110500_31110550	0.0032335
chr6_31110550_31110600	0.0032335
chr6_31110600_31110650	0.0032335
chr6_31509900_31509950	0.0033891
chr6_31509950_31510000	0.0033891
chr6_31510000_31510050	0.0033891
chr6_31510050_31510100	0.0033891
chr6_31510100_31510150	0.0033891
chr6_31793600_31793650	0.0035031
chr6_31297350_31297400	0.0035804
chr6_30532050_30532100	0.0048310
chr6_31626100_31626150	0.0067821
chr6_31626150_31626200	0.0067821
chr6_31626200_31626250	0.0067821
chr6_31626250_31626300	0.0067821
chr6_31626300_31626350	0.0067821
chr6_31626350_31626400	0.0067821
chr6_31626400_31626450	0.0067821
chr6_31626450_31626500	0.0067821
chr6_31626500_31626550	0.0067821
chr6_31626550_31626600	0.0067821
chr6_31626600_31626650	0.0067821
chr6_31626650_31626700	0.0067821
chr6_31626700_31626750	0.0067821
chr6_31064900_31064950	0.0070281
chr6_31064950_31065000	0.0070281
chr6_31065000_31065050	0.0070281
chr6_31065050_31065100	0.0070281
chr6_31065100_31065150	0.0070281
chr6_31065150_31065200	0.0070281
chr6_31065200_31065250	0.0070281
chr6_31065250_31065300	0.0070281
chr6_31065300_31065350	0.0070281
chr6_31065350_31065400	0.0070281
chr6_31065400_31065450	0.0070281
chr6_31065450_31065500	0.0070281
chr6_31065500_31065550	0.0070281
chr6_31065550_31065600	0.0070281
chr6_31065600_31065650	0.0070281
chr6_31065650_31065700	0.0070281
chr6_31065700_31065750	0.0070281
chr6_31065750_31065800	0.0070281
chr6_31065800_31065850	0.0070281
chr6_31065850_31065900	0.0070281
chr6_31065900_31065950	0.0070281
chr6_31065950_31066000	0.0070281
chr6_31066000_31066050	0.0070281
chr6_31066050_31066100	0.0070281
chr6_31066100_31066150	0.0070281
chr6_31066150_31066200	0.0070281
chr6_31066200_31066250	0.0070281
chr6_31066250_31066300	0.0070281
chr6_31066300_31066350	0.0070281
chr6_31066350_31066400	0.0070281
chr6_31066400_31066450	0.0070281
chr6_31066450_31066500	0.0070281
chr6_31066500_31066550	0.0070281
chr6_31066550_31066600	0.0070281
chr6_31066600_31066650	0.0070281
chr6_31066650_31066700	0.0070281
chr6_31066700_31066750	0.0070281
chr6_31066750_31066800	0.0070281
chr6_31066800_31066850	0.0070281
chr6_31066850_31066900	0.0070281
chr6_31066900_31066950	0.0070281
chr6_31066950_31067000	0.0070281
chr6_31067000_31067050	0.0070281
chr6_31067050_31067100	0.0070281
chr6_31067100_31067150	0.0070281
chr6_31067150_31067200	0.0070281
chr6_31067200_31067250	0.0070281
chr6_31067250_31067300	0.0070281
chr6_31067300_31067350	0.0070281
chr6_31067350_31067400	0.0070281
chr6_31067400_31067450	0.0070281
chr6_31067450_31067500	0.0070281
chr6_31067500_31067550	0.0070281
chr6_31067550_31067600	0.0070281
chr6_31067600_31067650	0.0070281
chr6_31067650_31067700	0.0070281
chr6_31067700_31067750	0.0070281
chr6_31067750_31067800	0.0070281
chr6_31067800_31067850	0.0070281
chr6_31067850_31067900	0.0070281
chr6_31067900_31067950	0.0070281
chr6_31067950_31068000	0.0070281
chr6_31068000_31068050	0.0070281
chr6_31068050_31068100	0.0070281
chr6_31068100_31068150	0.0070281
chr6_31068150_31068200	0.0070281
chr6_31068200_31068250	0.0070281
chr6_31068250_31068300	0.0070281
chr6_31068300_31068350	0.0070281
chr6_31068350_31068400	0.0070281
chr6_31068400_31068450	0.0070281
chr6_31068450_31068500	0.0070281
chr6_31068500_31068550	0.0070281
chr6_31068550_31068600	0.0070281
chr6_31068600_31068650	0.0070281
chr6_31068650_31068700	0.0070281
chr6_31068700_31068750	0.0070281
chr6_31068750_31068800	0.0070281
chr6_31068800_31068850	0.0070281
chr6_31068850_31068900	0.0070281
chr6_31068900_31068950	0.0070281
chr6_31068950_31069000	0.0070281
chr6_31069000_31069050	0.0070281
chr6_31069050_31069100	0.0070281
chr6_31069100_31069150	0.0070281
chr6_31069150_31069200	0.0070281
chr6_31069200_31069250	0.0070281
chr6_31069250_31069300	0.0070281
chr6_31069300_31069350	0.0070281
chr6_31069350_31069400	0.0070281
chr6_31069400_31069450	0.0070281
chr6_31069450_31069500	0.0070281
chr6_31069500_31069550	0.0070281
chr6_31069550_31069600	0.0070281
chr6_31069600_31069650	0.0070281
chr6_31069650_31069700	0.0070281
chr6_31069700_31069750	0.0070281
chr6_31069750_31069800	0.0070281
chr6_31069800_31069850	0.0070281
chr6_31069850_31069900	0.0070281
chr6_31069900_31069950	0.0070281
chr6_31069950_31070000	0.0070281
chr6_31070000_31070050	0.0070281
chr6_31070050_31070100	0.0070281
chr6_31070100_31070150	0.0070281
chr6_31070150_31070200	0.0070281
chr6_31070200_31070250	0.0070281
chr6_31070250_31070300	0.0070281
chr6_31070300_31070350	0.0070281
chr6_31070350_31070400	0.0070281
chr6_31070400_31070450	0.0070281
chr6_31070450_31070500	0.0070281
chr6_31070500_31070550	0.0070281
chr6_31070550_31070600	0.0070281
chr6_31070600_31070650	0.0070281
chr6_31070650_31070700	0.0070281
chr6_32092300_32092350	0.0080321
chr6_32092350_32092400	0.0080321
chr6_31010200_31010250	0.0094493
chr6_30732150_30732200	0.0096617
chr6_30732200_30732250	0.0096617
chr6_30732250_30732300	0.0096617
chr6_30732300_30732350	0.0096617
chr6_30732350_30732400	0.0096617
chr6_30732400_30732450	0.0096617
chr6_30732450_30732500	0.0096617
chr6_30732500_30732550	0.0096617
chr6_30732550_30732600	0.0096617
chr6_30732600_30732650	0.0096617
chr6_30732650_30732700	0.0096617
chr6_30732700_30732750	0.0096617
chr6_30732750_30732800	0.0096617
chr6_30732800_30732850	0.0096617
chr6_30732850_30732900	0.0096617
chr6_30732900_30732950	0.0096617
chr6_30732950_30733000	0.0096617
chr6_30733000_30733050	0.0096617
chr6_30733050_30733100	0.0096617
chr6_30733100_30733150	0.0096617
chr6_30733150_30733200	0.0096617
chr6_30733200_30733250	0.0096617
chr6_30733250_30733300	0.0096617
chr6_30733300_30733350	0.0096617
chr6_30733350_30733400	0.0096617
chr6_30733400_30733450	0.0096617
chr6_30733450_30733500	0.0096617
chr6_30733500_30733550	0.0096617
chr6_30733550_30733600	0.0096617
chr6_30733600_30733650	0.0096617
chr6_30733650_30733700	0.0096617
chr6_30733700_30733750	0.0096617
chr6_30733750_30733800	0.0096617
chr6_30733800_30733850	0.0096617
chr6_30733850_30733900	0.0096617
chr6_30733900_30733950	0.0096617
chr6_30733950_30734000	0.0096617
chr6_30734000_30734050	0.0096617
chr6_30734050_30734100	0.0096617
chr6_30734100_30734150	0.0096617
chr6_30734150_30734200	0.0096617
chr6_30734200_30734250	0.0096617
chr6_30734250_30734300	0.0096617
chr6_30734300_30734350	0.0096617
chr6_30734350_30734400	0.0096617
chr6_30734400_30734450	0.0096617
chr6_30734450_30734500	0.0096617
chr6_30734500_30734550	0.0096617
chr6_30734550_30734600	0.0096617
chr6_31309050_31309100	0.0105422
chr6_31309100_31309150	0.0105422
chr6_31309150_31309200	0.0105422
chr6_31309200_31309250	0.0105422
chr6_31309250_31309300	0.0105422
chr6_31309300_31309350	0.0105422
chr6_31309350_31309400	0.0105422
chr6_31309400_31309450	0.0105422
chr6_31309450_31309500	0.0105422
chr6_31309500_31309550	0.0105422
chr6_31309550_31309600	0.0105422
chr6_31309600_31309650	0.0105422
chr6_31309650_31309700	0.0105422
chr6_31309700_31309750	0.0105422
chr6_31309750_31309800	0.0105422
chr6_31309800_31309850	0.0105422
chr6_31309850_31309900	0.0105422
chr6_31309900_31309950	0.0105422
chr6_31309950_31310000	0.0105422
chr6_31310000_31310050	0.0105422
chr6_31310050_31310100	0.0105422
chr6_31310100_31310150	0.0105422
chr6_31310150_31310200	0.0105422
chr6_31310200_31310250	0.0105422
chr6_31310250_31310300	0.0105422
chr6_31310300_31310350	0.0105422
chr6_31310350_31310400	0.0105422
chr6_31310400_31310450	0.0105422
chr6_31310450_31310500	0.0105422
chr6_31310500_31310550	0.0105422
chr6_31310550_31310600	0.0105422
chr6_31310600_31310650	0.0105422
chr6_31310650_31310700	0.0105422
chr6_31310700_31310750	0.0105422
chr6_31310750_31310800	0.0105422
chr6_31310800_31310850	0.0105422
chr6_31310850_31310900	0.0105422
chr6_31310900_31310950	0.0105422
chr6_31310950_31311000	0.0105422
chr6_31311000_31311050	0.0105422
chr6_31311050_31311100	0.0105422
chr6_31311100_31311150	0.0105422
chr6_31311150_31311200	0.0105422
chr6_31311200_31311250	0.0105422
chr6_31311250_31311300	0.0105422
chr6_31311300_31311350	0.0105422
chr6_31311350_31311400	0.0105422
chr6_31311400_31311450	0.0105422
chr6_31311450_31311500	0.0105422
chr6_31311500_31311550	0.0105422
chr6_31311550_31311600	0.0105422
chr6_31311600_31311650	0.0105422
chr6_31311650_31311700	0.0105422
chr6_31311700_31311750	0.0105422
chr6_31311750_31311800	0.0105422
chr6_31311800_31311850	0.0105422
chr6_31311850_31311900	0.0105422
chr6_31311900_31311950	0.0105422
chr6_31311950_31312000	0.0105422
chr6_31312000_31312050	0.0105422
chr6_31312050_31312100	0.0105422
chr6_31312100_31312150	0.0105422
chr6_31312150_31312200	0.0105422
chr6_31312200_31312250	0.0105422
chr6_31312250_31312300	0.0105422
chr6_31312300_31312350	0.0105422
chr6_31312350_31312400	0.0105422
chr6_31312400_31312450	0.0105422
chr6_31312450_31312500	0.0105422
chr6_31312500_31312550	0.0105422
chr6_30817750_30817800	0.0114746
chr6_30817800_30817850	0.0114746
chr6_30817850_30817900	0.0114746
chr6_30817900_30817950	0.0114746
chr6_31793650_31793700	0.0119797
chr6_31793700_31793750	0.0119797
chr6_31793750_31793800	0.0119797
chr6_31793800_31793850	0.0119797
chr6_31793850_31793900	0.0119797
chr6_31793900_31793950	0.0119797
chr6_31793950_31794000	0.0119797
chr6_31794000_31794050	0.0119797
chr6_31794050_31794100	0.0119797
chr6_31794100_31794150	0.0119797
chr6_31794150_31794200	0.0119797
chr6_31794200_31794250	0.0119797
chr6_31794250_31794300	0.0119797
chr6_31794300_31794350	0.0119797
chr6_31794350_31794400	0.0119797
chr6_31794400_31794450	0.0119797
chr6_31794450_31794500	0.0119797
chr6_31625750_31625800	0.0127897
chr6_31625800_31625850	0.0127897
chr6_31625850_31625900	0.0127897
chr6_31625900_31625950	0.0127897
chr6_31625950_31626000	0.0127897
chr6_31626000_31626050	0.0127897
chr6_31626050_31626100	0.0127897
chr6_30414050_30414100	0.0130522
chr6_30414100_30414150	0.0130522
chr6_30414150_30414200	0.0130522
chr6_30414200_30414250	0.0130522
chr6_31347300_31347350	0.0137638
chr6_30531700_30531750	0.0143268
chr6_30531750_30531800	0.0143268
chr6_30531800_30531850	0.0143268
chr6_30531850_30531900	0.0143268
chr6_30531900_30531950	0.0143268
chr6_30531950_30532000	0.0143268
chr6_30532000_30532050	0.0143268
chr6_31791200_31791250	0.0145257
chr6_31791250_31791300	0.0145257
chr6_31791300_31791350	0.0145257
chr6_31791350_31791400	0.0145257
chr6_31791400_31791450	0.0145257
chr6_31791450_31791500	0.0145257
chr6_31791500_31791550	0.0145257
chr6_31791550_31791600	0.0145257
chr6_31791600_31791650	0.0145257
chr6_31791650_31791700	0.0145257
chr6_31791700_31791750	0.0145257
chr6_31791750_31791800	0.0145257
chr6_31791800_31791850	0.0145257
chr6_31791850_31791900	0.0145257
chr6_31791900_31791950	0.0145257
chr6_31791950_31792000	0.0145257
chr6_31792000_31792050	0.0145257
chr6_31792050_31792100	0.0145257
chr6_31792100_31792150	0.0145257
chr6_31792150_31792200	0.0145257
chr6_31792200_31792250	0.0145257
chr6_31792250_31792300	0.0145257
chr6_31792300_31792350	0.0145257
chr6_31792350_31792400	0.0145257
chr6_31792400_31792450	0.0145257
chr6_31792450_31792500	0.0145257
chr6_31792500_31792550	0.0145257
chr6_31792550_31792600	0.0145257
chr6_31792600_31792650	0.0145257
chr6_31509550_31509600	0.0148322
chr6_31509600_31509650	0.0148322
chr6_31509650_31509700	0.0148322
chr6_31509700_31509750	0.0148322
chr6_31509750_31509800	0.0148322
chr6_31509800_31509850	0.0148322
chr6_31509850_31509900	0.0148322
chr6_31911950_31912000	0.0167855
chr6_31273350_31273400	0.0170683
chr6_31273400_31273450	0.0170683
chr6_31273450_31273500	0.0170683
chr6_31273500_31273550	0.0170683
chr6_31273550_31273600	0.0170683
chr6_31273600_31273650	0.0170683
chr6_31273650_31273700	0.0170683
chr6_31273700_31273750	0.0170683
chr6_31273750_31273800	0.0170683
chr6_31273800_31273850	0.0170683
chr6_31273850_31273900	0.0170683
chr6_31273900_31273950	0.0170683
chr6_31273950_31274000	0.0170683
chr6_31274000_31274050	0.0170683
chr6_31274050_31274100	0.0170683
chr6_31274100_31274150	0.0170683
chr6_31274150_31274200	0.0170683
chr6_31274200_31274250	0.0170683
chr6_31274250_31274300	0.0170683
chr6_31274300_31274350	0.0170683
chr6_31274350_31274400	0.0170683
chr6_31274400_31274450	0.0170683
chr6_31274450_31274500	0.0170683
chr6_31274500_31274550	0.0170683
chr6_30798100_30798150	0.0190692
chr6_30798150_30798200	0.0190692
chr6_30798200_30798250	0.0190692
chr6_30798250_30798300	0.0190692
chr6_30798300_30798350	0.0190692
chr6_30798350_30798400	0.0190692
chr6_30798400_30798450	0.0190692
chr6_31792650_31792700	0.0190692
chr6_31792700_31792750	0.0190692
chr6_31792750_31792800	0.0190692
chr6_31792800_31792850	0.0190692
chr6_31792850_31792900	0.0190692
chr6_31792900_31792950	0.0190692
chr6_31792950_31793000	0.0190692
chr6_31793000_31793050	0.0190692
chr6_31793050_31793100	0.0190692
chr6_31793100_31793150	0.0190692
chr6_31793150_31793200	0.0190692
chr6_31793200_31793250	0.0190692
chr6_31793250_31793300	0.0190692
chr6_31793300_31793350	0.0190692
chr6_31795600_31795650	0.0200299
chr6_31795650_31795700	0.0200299
chr6_31795700_31795750	0.0200299
chr6_31795750_31795800	0.0200299
chr6_31795800_31795850	0.0200299
chr6_31795850_31795900	0.0200299
chr6_31795900_31795950	0.0200299
chr6_31795950_31796000	0.0200299
chr6_31796000_31796050	0.0200299
chr6_31796050_31796100	0.0200299
chr6_31796100_31796150	0.0200299
chr6_31796150_31796200	0.0200299
chr6_31796200_31796250	0.0200299
chr6_31796250_31796300	0.0200299
chr6_31796300_31796350	0.0200299
chr6_31796350_31796400	0.0200299
chr6_31796400_31796450	0.0200299
chr6_31796450_31796500	0.0200299
chr6_31796500_31796550	0.0200299
chr6_31796550_31796600	0.0200299
chr6_31796600_31796650	0.0200299
chr6_31796650_31796700	0.0200299
chr6_31796700_31796750	0.0200299
chr6_31796750_31796800	0.0200299
chr6_31796800_31796850	0.0200299
chr6_31796850_31796900	0.0200299
chr6_31796900_31796950	0.0200299
chr6_31796950_31797000	0.0200299
chr6_31797000_31797050	0.0200299
chr6_31797050_31797100	0.0200299
chr6_31797100_31797150	0.0200299
chr6_31797150_31797200	0.0200299
chr6_31797200_31797250	0.0200299
chr6_31797250_31797300	0.0200299
chr6_31797300_31797350	0.0200299
chr6_31797350_31797400	0.0200299
chr6_31797400_31797450	0.0200299
chr6_31797450_31797500	0.0200299
chr6_31797500_31797550	0.0200299
chr6_31797550_31797600	0.0200299
chr6_31176600_31176650	0.0207703
chr6_31176650_31176700	0.0207703
chr6_31176700_31176750	0.0207703
chr6_31176750_31176800	0.0207703
chr6_31176800_31176850	0.0207703
chr6_31176850_31176900	0.0207703
chr6_31176900_31176950	0.0207703
chr6_31176950_31177000	0.0207703
chr6_31177000_31177050	0.0207703
chr6_31177050_31177100	0.0207703
chr6_31177100_31177150	0.0207703
chr6_31177150_31177200	0.0207703
chr6_31177200_31177250	0.0207703
chr6_31177250_31177300	0.0207703
chr6_31177300_31177350	0.0207703
chr6_31359150_31359200	0.0210685
chr6_31359200_31359250	0.0210685
chr6_31359250_31359300	0.0210685
chr6_31359300_31359350	0.0210685
chr6_31359350_31359400	0.0210685
chr6_31359400_31359450	0.0210685
chr6_31359450_31359500	0.0210685
chr6_31359500_31359550	0.0210685
chr6_31359550_31359600	0.0210685
chr6_31359600_31359650	0.0210685
chr6_31359650_31359700	0.0210685
chr6_31359700_31359750	0.0210685
chr6_31359750_31359800	0.0210685
chr6_31359800_31359850	0.0210685
chr6_31359850_31359900	0.0210685
chr6_31359900_31359950	0.0210685
chr6_31359950_31360000	0.0210685
chr6_31360000_31360050	0.0210685
chr6_31360050_31360100	0.0210685
chr6_31360100_31360150	0.0210685
chr6_31360150_31360200	0.0210685
chr6_31360200_31360250	0.0210685
chr6_31360250_31360300	0.0210685
chr6_31360300_31360350	0.0210685
chr6_31360350_31360400	0.0210685
chr6_31360400_31360450	0.0210685
chr6_31360450_31360500	0.0210685
chr6_31360500_31360550	0.0210685
chr6_31360550_31360600	0.0210685
chr6_31360600_31360650	0.0210685
chr6_31360650_31360700	0.0210685
chr6_31360700_31360750	0.0210685
chr6_31360750_31360800	0.0210685
chr6_31360800_31360850	0.0210685
chr6_31360850_31360900	0.0210685
chr6_31360900_31360950	0.0210685
chr6_31360950_31361000	0.0210685
chr6_31361000_31361050	0.0210685
chr6_31361050_31361100	0.0210685
chr6_31361100_31361150	0.0210685
chr6_31361150_31361200	0.0210685
chr6_31361200_31361250	0.0210685
chr6_31361250_31361300	0.0210685
chr6_31361300_31361350	0.0210685
chr6_31361350_31361400	0.0210685
chr6_31361400_31361450	0.0210685
chr6_31361450_31361500	0.0210685
chr6_31361500_31361550	0.0210685
chr6_31361550_31361600	0.0210685
chr6_31361600_31361650	0.0210685
chr6_31126250_31126300	0.0224397
chr6_31126300_31126350	0.0224397
chr6_31126350_31126400	0.0224397
chr6_31126400_31126450	0.0224397
chr6_31126450_31126500	0.0224397
chr6_31126500_31126550	0.0224397
chr6_31126550_31126600	0.0224397
chr6_31126600_31126650	0.0224397
chr6_31126650_31126700	0.0224397
chr6_31126700_31126750	0.0224397
chr6_31126750_31126800	0.0224397
chr6_31126800_31126850	0.0224397
chr6_31126850_31126900	0.0224397
chr6_31126900_31126950	0.0224397
chr6_31126950_31127000	0.0224397
chr6_31127000_31127050	0.0224397
chr6_31127050_31127100	0.0224397
chr6_31127100_31127150	0.0224397
chr6_31127150_31127200	0.0224397
chr6_31234350_31234400	0.0230924
chr6_31234400_31234450	0.0230924
chr6_31234450_31234500	0.0230924
chr6_31234500_31234550	0.0230924
chr6_31234550_31234600	0.0230924
chr6_31234600_31234650	0.0230924
chr6_31234650_31234700	0.0230924
chr6_31234700_31234750	0.0230924
chr6_31234750_31234800	0.0230924
chr6_31234800_31234850	0.0230924
chr6_31234850_31234900	0.0230924
chr6_31234900_31234950	0.0230924
chr6_31234950_31235000	0.0230924
chr6_31235000_31235050	0.0230924
chr6_31235050_31235100	0.0230924
